DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
211514639,2021-09-15 00:00:00,2021-09-14 00:00:00,2135,15,N Hollywood,1519,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,46,F,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,6600    DENNY                        AV,,34.1903,-118.3649
231505805,2023-02-13 00:00:00,2023-02-11 00:00:00,1800,15,N Hollywood,1569,1,310,BURGLARY,0344,0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,10300    RIVERSIDE                    DR,,34.1522,-118.3549
230413136,2023-10-05 00:00:00,2023-10-05 00:00:00,1500,4,Hollenbeck,408,2,624,BATTERY - SIMPLE ASSAULT,0913 0360 0400 0416,66,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3700    PUEBLO                       AV,,34.0877,-118.1749
201300980,2020-09-12 00:00:00,2020-09-11 00:00:00,2320,13,Newton,1361,1,220,ATTEMPTED ROBBERY,1822 0445 0449 1402 0334 0416 2004,44,M,H,102.0,SIDEWALK,308.0,STICK,AO,Adult Other,220.0,998.0,,,52ND                         ST,BROADWAY,33.9958,-118.2783
210216794,2021-10-28 00:00:00,2021-10-28 00:00:00,400,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 1307 1609,34,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,2500    OCEAN VIEW                   AV,,34.0625,-118.28
210512788,2021-08-19 00:00:00,2021-08-19 00:00:00,1025,5,Harbor,526,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0396 0104 0325 0202 1309,0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,100 W  ANAHEIM                      ST,,33.78,-118.2631
221905513,2022-02-08 00:00:00,2022-02-08 00:00:00,1245,19,Mission,1931,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,44,M,O,701.0,HOSPITAL,,,IC,Invest Cont,440.0,,,,15000    RINALDI                      ST,,34.283,-118.4635
201218783,2020-08-18 00:00:00,2020-08-18 00:00:00,1130,12,77th Street,1267,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 0913 1814 2000 1402,22,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,998.0,,,800 W  83RD                         ST,,33.9636,-118.2877
201911986,2020-07-10 00:00:00,2020-07-09 00:00:00,1700,19,Mission,1921,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0342 0429 0913 0906 0371 1817,41,M,H,217.0,AUTO REPAIR SHOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,12700    SAN FERNANDO                 RD,,34.3048,-118.4665
211112761,2021-09-07 00:00:00,2021-09-07 00:00:00,1255,11,Northeast,1162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1402 0447 1822,25,M,H,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,998.0,,,VIRGIL                       AV,SUNSET                       BL,34.0975,-118.2862
210214870,2021-09-19 00:00:00,2021-09-18 00:00:00,2200,2,Rampart,219,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200    BELLEVUE                     AV,,34.0669,-118.2515
211606747,2021-04-07 00:00:00,2021-04-07 00:00:00,500,16,Foothill,1601,2,901,VIOLATION OF RESTRAINING ORDER,2038,52,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,11700    GLENCREST                    DR,,34.2832,-118.4203
210914956,2021-10-05 00:00:00,2021-10-05 00:00:00,1645,9,Van Nuys,914,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,15100    VOSE                         ST,,34.1985,-118.4597
241807200,2024-03-08 00:00:00,2023-08-28 00:00:00,229,18,Southeast,1846,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0603 0443 0432,31,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1300 E  114TH                        ST,,33.931,-118.2522
211200718,2021-08-05 00:00:00,2021-06-20 00:00:00,600,12,77th Street,1215,2,932,PEEPING TOM,1402 1822,47,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932.0,998.0,,,1000 W  53RD                         ST,,33.9941,-118.292
221304240,2022-01-06 00:00:00,2021-01-05 00:00:00,800,13,Newton,1324,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,46,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,1300 E  22ND                         ST,,34.0216,-118.2531
221015676,2022-10-24 00:00:00,2022-10-24 00:00:00,1930,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0602 0400 0913 0554,16,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6400    WOODLEY                      AV,,34.1866,-118.4836
222007600,2022-03-26 00:00:00,2022-03-24 00:00:00,545,20,Olympic,2025,1,320,"BURGLARY, ATTEMPTED",0358 1822,60,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320.0,,,,300 S  KENMORE                      AV,,34.0672,-118.2985
221320523,2022-11-05 00:00:00,2022-11-03 00:00:00,100,13,Newton,1331,2,354,THEFT OF IDENTITY,0922,37,M,B,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,2700 S  GRAND                        AV,,34.0254,-118.2729
220712971,2022-08-16 00:00:00,2022-08-16 00:00:00,900,7,Wilshire,759,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0907 0400 0416 0913,39,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,998.0,,,1100 S  NORTON                       AV,,34.0515,-118.3219
200812133,2020-07-21 00:00:00,2020-07-21 00:00:00,1025,8,West LA,817,1,761,BRANDISH WEAPON,1822 2004 0443 1402,35,M,W,101.0,STREET,216.0,SCISSORS,AO,Adult Other,761.0,998.0,,,LE CONTE                     AV,WESTWOOD                     BL,34.0637,-118.4454
211013488,2021-10-18 00:00:00,2021-10-15 00:00:00,1630,10,West Valley,1021,1,310,BURGLARY,0358 0321 1609 1607 1414 0344 1601 1822 1402,0,M,W,213.0,WAREHOUSE,,,IC,Invest Cont,310.0,998.0,,,7100    TAMPA                        AV,,34.1954,-118.5577
200615968,2020-09-26 00:00:00,2020-09-24 00:00:00,900,6,Hollywood,645,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 1813 0400 0448 0408 0913,24,F,A,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,1700 N  LA BREA                      AV,,34.1016,-118.3452
241506785,2024-02-28 00:00:00,2023-11-29 00:00:00,1100,15,N Hollywood,1583,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,80,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,11700    MOORPARK                     ST,,34.1504,-118.3877
231911611,2023-07-14 00:00:00,2023-07-13 00:00:00,2230,19,Mission,1959,2,624,BATTERY - SIMPLE ASSAULT,0416 0356 1822 0601,33,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,13900    VAN NUYS                     BL,,34.2563,-118.4355
220206591,2022-03-02 00:00:00,2022-02-27 00:00:00,2200,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600    ST PAUL                      AV,,34.0535,-118.2608
201209066,2020-03-13 00:00:00,2020-03-12 00:00:00,2230,12,77th Street,1258,1,330,BURGLARY FROM VEHICLE,1307 1300 1609 1822 0329 0344,36,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,7500 S  BROADWAY,,33.9718,-118.2783
201109526,2020-05-19 00:00:00,2020-05-15 00:00:00,1400,11,Northeast,1144,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,2600    GRIFFITH PARK                BL,,34.1056,-118.2719
221818014,2022-09-26 00:00:00,2022-09-26 00:00:00,2145,18,Southeast,1861,1,761,BRANDISH WEAPON,0334 0913 1820,26,M,B,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,11400 S  FIGUEROA                     ST,,33.9274,-118.2871
231212599,2023-05-24 00:00:00,2022-11-25 00:00:00,1600,12,77th Street,1239,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,23,F,H,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,420.0,,,,1100 W  SLAUSON                      AV,,33.9891,-118.2939
201207737,2020-02-22 00:00:00,2020-02-11 00:00:00,1930,12,77th Street,1245,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 2032,52,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,1000 W  64TH                         ST,,33.9815,-118.2918
232008218,2023-04-15 00:00:00,2023-04-12 00:00:00,700,20,Olympic,2069,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1212 0329 0906 1822,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1100 S  VERMONT                      AV,,34.0509,-118.2916
211816837,2021-09-15 00:00:00,2021-09-14 00:00:00,2340,18,Southeast,1861,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2000 0913 1814 1300 0329,30,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740.0,,,,11800 S  FIGUEROA                     ST,,33.9274,-118.2871
201607330,2020-03-22 00:00:00,2020-03-20 00:00:00,1500,16,Foothill,1633,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,36,F,H,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,420.0,,,,12500    PIERCE                       ST,,34.2731,-118.4052
210917383,2021-12-08 00:00:00,2021-12-07 00:00:00,1800,9,Van Nuys,919,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6700    VARNA                        AV,,34.1921,-118.4247
200117232,2020-08-31 00:00:00,2020-08-31 00:00:00,1530,1,Central,145,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 0913 1414 2000 1402 1814 0416 2004,57,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236.0,998.0,,,400 S  MAIN                         ST,,34.0478,-118.2475
231105329,2023-02-04 00:00:00,2023-02-03 00:00:00,600,11,Northeast,1125,2,354,THEFT OF IDENTITY,1822,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4800    YORK                         BL,,34.1222,-118.2106
220616731,2022-09-25 00:00:00,2022-09-25 00:00:00,1309,6,Hollywood,663,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0329 1609,37,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,1200 N  LAS PALMAS                   AV,,34.0926,-118.3363
210506809,2021-03-12 00:00:00,2021-03-01 00:00:00,1600,5,Harbor,563,1,330,BURGLARY FROM VEHICLE,0321 0329 0344 0358 1202 1300 1601 0352,74,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,1300 S  GRAND                        AV,,33.7315,-118.2902
221401104,2022-09-05 00:00:00,2022-09-04 00:00:00,2230,14,Pacific,1431,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0408 1402 0400,31,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,998.0,,,400    ALTAIR                       PL,,33.9898,-118.4685
231115119,2023-10-30 00:00:00,2023-10-29 00:00:00,1830,11,Northeast,1141,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0401,46,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5000    FRANKLIN                     AV,,34.1054,-118.2983
201419823,2020-11-06 00:00:00,2020-11-06 00:00:00,1800,14,Pacific,1445,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12700    CASWELL                      AV,,33.9976,-118.4384
200507711,2020-03-28 00:00:00,2020-03-27 00:00:00,725,5,Harbor,521,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,2100 N  GAFFEY                       ST,,33.7639,-118.2934
241204648,2024-01-11 00:00:00,2024-01-09 00:00:00,2330,12,77th Street,1215,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5300    DENKER                       AV,,33.9941,-118.3046
200905038,2020-01-25 00:00:00,2020-01-24 00:00:00,2030,9,Van Nuys,915,1,210,ROBBERY,0416 0446 0429 0345 1822 0910,29,M,H,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,VAN NUYS,VANOWEN,34.1939,-118.4487
231715899,2023-09-30 00:00:00,2023-09-29 00:00:00,1600,17,Devonshire,1762,1,310,BURGLARY,0344 0329 1607,0,X,X,213.0,WAREHOUSE,,,IC,Invest Cont,310.0,,,,21200    LASSEN                       ST,,34.25,-118.5947
231304391,2023-01-07 00:00:00,2023-01-07 00:00:00,1130,13,Newton,1363,1,761,BRANDISH WEAPON,1309 0334 0913 0852,26,M,B,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,761.0,,,,4900    AVALON                       BL,,33.9986,-118.2652
220514023,2022-09-22 00:00:00,2022-09-22 00:00:00,1045,5,Harbor,569,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,50,M,W,213.0,WAREHOUSE,,,IC,Invest Cont,440.0,,,,100 E  22ND                         ST,,33.7262,-118.2783
232016540,2023-08-25 00:00:00,2023-08-25 00:00:00,918,20,Olympic,2029,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,300 S  VERMONT                      AV,,34.0691,-118.2916
202009185,2020-05-01 00:00:00,2020-04-30 00:00:00,1700,20,Olympic,2046,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH                          ST,VERMONT                      AV,34.0578,-118.2916
241504620,2024-01-12 00:00:00,2024-01-11 00:00:00,2045,15,N Hollywood,1586,2,888,TRESPASSING,1501 0910,0,X,X,912.0,MTA - RED LINE - UNIVERSAL CITY/STUDIO CITY,,,AA,Adult Arrest,888.0,,,,3800    LANKERSHIM                   BL,,34.1425,-118.3643
211205756,2021-01-27 00:00:00,2021-01-27 00:00:00,600,12,77th Street,1259,1,330,BURGLARY FROM VEHICLE,1307 0329 0358 0344 1822 1609,35,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,77TH                         ST,SAN PEDRO                    ST,33.9711,-118.2629
230511641,2023-07-27 00:00:00,2020-01-01 00:00:00,1,5,Harbor,516,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0540 0500 1801 0913 1258 0537 0522 0541,8,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,815.0,,,1000 N  FRIES                        AV,,33.7828,-118.2651
221100716,2022-05-14 00:00:00,2022-05-14 00:00:00,300,11,Northeast,1169,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1407 1309 0334 0450 0326,50,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,AVE 55,LONGFELLOW,34.106,-118.1948
200406393,2020-03-02 00:00:00,2020-03-02 00:00:00,538,4,Hollenbeck,471,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0329 0913,46,M,W,101.0,STREET,514.0,TIRE IRON,IC,Invest Cont,230.0,,,,700 S  MISSION                      RD,,34.0344,-118.2257
202113636,2020-09-08 00:00:00,2020-09-07 00:00:00,1030,21,Topanga,2137,2,624,BATTERY - SIMPLE ASSAULT,0444 0554,65,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7300    LURLINE                      AV,,34.2031,-118.5841
211110355,2021-07-02 00:00:00,2021-07-02 00:00:00,1520,11,Northeast,1137,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0361 0443,73,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,400 N  AVENUE 56,,34.1109,-118.2016
221225893,2022-12-23 00:00:00,2022-12-22 00:00:00,2022,12,77th Street,1251,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,0,M,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,3300 W  75TH                         ST,,33.9718,-118.3299
210300884,2021-07-13 00:00:00,2021-07-13 00:00:00,1835,3,Southwest,392,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1202 0329 1300,67,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",106.0,UNKNOWN FIREARM,IC,Invest Cont,740.0,,,,4700    CRENSHAW                     BL,,34.001,-118.3306
230217164,2023-08-22 00:00:00,2023-08-21 00:00:00,2145,2,Rampart,238,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 1609 0329 1307,25,M,C,101.0,STREET,,,IC,Invest Cont,330.0,,,,W  TEMPLE                       ST,N  BOYLSTON                     ST,34.0648,-118.2527
202112276,2020-08-03 00:00:00,2020-08-03 00:00:00,330,21,Topanga,2143,2,901,VIOLATION OF RESTRAINING ORDER,2038,45,F,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,22900    SCHOOLCRAFT                  ST,,34.1968,-118.6277
220915380,2022-10-24 00:00:00,2022-10-24 00:00:00,1045,9,Van Nuys,974,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,62,F,W,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,956.0,,,,4500    WILLIS                       AV,,34.152,-118.4553
221916303,2022-11-01 00:00:00,2022-10-28 00:00:00,2256,19,Mission,1983,2,354,THEFT OF IDENTITY,,31,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8600    NOBLE                        AV,,34.2265,-118.4611
221405611,2022-02-02 00:00:00,2022-01-31 00:00:00,1100,14,Pacific,1467,1,310,BURGLARY,1609 0342 0344,50,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5700 W  74TH                         ST,,33.9714,-118.3803
210415127,2021-11-20 00:00:00,2021-11-19 00:00:00,2340,4,Hollenbeck,428,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,27,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,3200    BUDAU                        AV,,34.0829,-118.1693
221505710,2022-02-11 00:00:00,2022-02-09 00:00:00,2000,15,N Hollywood,1548,1,480,BIKE - STOLEN,0344,25,F,H,108.0,PARKING LOT,,,IC,Invest Cont,480.0,,,,5300    DENNY                        AV,,34.1667,-118.3643
210615953,2021-09-15 00:00:00,2021-09-13 00:00:00,2045,6,Hollywood,625,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,26,F,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,740.0,,,,1900 N  HIGHLAND                     AV,,34.1052,-118.3375
240109763,2024-03-30 00:00:00,2024-03-30 00:00:00,1935,1,Central,164,1,330,BURGLARY FROM VEHICLE,1300 0344 1307 0321,23,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.2507
231100953,2023-12-17 00:00:00,2023-12-16 00:00:00,145,11,Northeast,1184,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0432 0421 0445 0340,24,M,W,102.0,SIDEWALK,204.0,FOLDING KNIFE,AA,Adult Arrest,230.0,,,,1400 W  SUNSET                       BL,,34.0812,-118.252
210515528,2021-11-01 00:00:00,2021-10-31 00:00:00,830,5,Harbor,505,1,330,BURGLARY FROM VEHICLE,1609 1307 1300 0344,0,X,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,19900    HAMILTON                     AV,,33.8524,-118.2924
210813530,2021-09-01 00:00:00,2021-09-01 00:00:00,305,8,West LA,836,2,888,TRESPASSING,1501,57,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,1800    THAYER                       AV,,34.0551,-118.4264
230215090,2023-08-06 00:00:00,2023-08-06 00:00:00,1430,2,Rampart,269,1,210,ROBBERY,1309 0344 2000 0346 1814,26,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,8TH                          ST,HARTFORD,34.0501,-118.2686
210207540,2021-03-31 00:00:00,2021-03-27 00:00:00,430,2,Rampart,236,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1601 0344,22,M,B,101.0,STREET,,,IC,Invest Cont,420.0,,,,100 N  MOUNTAIN VIEW                AV,,34.0663,-118.2694
221609536,2022-06-02 00:00:00,2022-06-02 00:00:00,700,16,Foothill,1622,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,13400    PINNEY                       ST,,34.2652,-118.4252
201307534,2020-03-04 00:00:00,2020-03-03 00:00:00,2000,13,Newton,1324,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,22ND,CENTRAL,34.0214,-118.2526
220514750,2022-10-12 00:00:00,2022-10-10 00:00:00,1640,5,Harbor,566,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,1000 S  PACIFIC                      AV,,33.7352,-118.2879
200810310,2020-06-06 00:00:00,2020-06-06 00:00:00,1105,8,West LA,817,2,860,BATTERY WITH SEXUAL CONTACT,0522 0400 0448 0305,40,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,WESTWOOD,WEYBURN,34.0626,-118.4454
200115625,2020-07-31 00:00:00,2020-07-29 00:00:00,1600,1,Central,195,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822 1300 0344,0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331.0,,,,HILL,14TH                         ST,34.0361,-118.2634
241806350,2024-02-21 00:00:00,2024-02-01 00:00:00,1,18,Southeast,1822,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501 0913,0,X,X,726.0,POLICE FACILITY,,,IC,Invest Cont,845.0,,,,100 W  99TH                         ST,,33.9465,-118.2739
211806171,2021-02-13 00:00:00,2020-11-23 00:00:00,1200,18,Southeast,1831,2,354,THEFT OF IDENTITY,1822 0931,28,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,800 W  ATHENS                       BL,,33.9228,-118.2891
201016376,2020-12-19 00:00:00,2020-12-17 00:00:00,2300,10,West Valley,1075,1,330,BURGLARY FROM VEHICLE,1822 0344 0352 1300 1307,31,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,5100    LINDLEY                      AV,,34.162,-118.5272
230818099,2023-12-14 00:00:00,2023-11-17 00:00:00,930,8,West LA,832,2,354,THEFT OF IDENTITY,0930,52,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11800    GOSHEN                       AV,,34.0491,-118.4633
230108599,2023-03-13 00:00:00,2023-03-11 00:00:00,100,1,Central,164,1,210,ROBBERY,0444 0344,26,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,600 S  SPRING                       ST,,34.046,-118.251
221110234,2022-06-08 00:00:00,2022-06-04 00:00:00,155,11,Northeast,1132,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0329 0344 1822 0385,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,2900    RIVERSIDE                    DR,,34.1112,-118.2652
220816469,2022-11-06 00:00:00,2022-11-06 00:00:00,1500,8,West LA,831,2,850,INDECENT EXPOSURE,2004 0528,19,F,W,101.0,STREET,,,IC,Invest Cont,850.0,,,,WESTWOOD,WILSHIRE,34.0473,-118.4768
230606420,2023-02-27 00:00:00,2022-12-10 00:00:00,1300,6,Hollywood,666,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1822 0329,57,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,VINE,SUNSET,34.098,-118.3266
220515072,2022-10-20 00:00:00,2022-10-20 00:00:00,330,5,Harbor,584,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 1814 0329,49,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,800 W  27TH                         ST,,33.7197,-118.2947
210114501,2021-08-02 00:00:00,2021-07-30 00:00:00,2000,1,Central,139,2,662,"BUNCO, GRAND THEFT",0344 0800 0701 1900 1914 1915,30,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,300 S  SANTA FE                     AV,,34.042,-118.2326
